onset	duration	trial_type	response_time	stim_file
0.0	12.0	fixation	NA	NA
12.0	16.0	emotional_pain	NA	NA
28.0	12.0	fixation	NA	NA
40.0	16.0	physical_pain	NA	NA
56.0	12.0	fixation	NA	NA
68.0	16.0	physical_pain	NA	NA
84.0	12.0	fixation	NA	NA
96.0	16.0	emotional_pain	NA	NA
112.0	12.0	fixation	NA	NA
124.0	16.0	physical_pain	NA	NA
140.0	12.0	fixation	NA	NA
152.0	16.0	emotional_pain	NA	NA
168.0	12.0	fixation	NA	NA
180.0	16.0	physical_pain	NA	NA
196.0	12.0	fixation	NA	NA
208.0	16.0	emotional_pain	NA	NA
224.0	12.0	fixation	NA	NA
236.0	16.0	emotional_pain	NA	NA
252.0	12.0	fixation	NA	NA
264.0	16.0	physical_pain	NA	NA
280.0	12.0	fixation	NA	NA
